ID	Gene Name	Species	GOTERM_MF_FAT
recF	DNA replication and repair protein recF	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0003677~DNA binding,GO:0003697~single-stranded DNA binding,GO:0005524~ATP binding,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,GO:0043566~structure-specific DNA binding,
dnaC	DNA replication protein dnaC	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0005524~ATP binding,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,
tag	DNA-3-methyladenine glycosylase 1	Escherichia coli	GO:0003905~alkylbase DNA N-glycosylase activity,GO:0008725~DNA-3-methyladenine glycosylase I activity,GO:0016799~hydrolase activity, hydrolyzing N-glycosyl compounds,GO:0019104~DNA N-glycosylase activity,
hupA	DNA-binding protein HU-alpha	Escherichia coli	GO:0003677~DNA binding,
fis	DNA-binding protein fis	Escherichia coli	GO:0003677~DNA binding,GO:0003700~transcription factor activity,GO:0030528~transcription regulator activity,
dinF	DNA-damage-inducible protein F	Escherichia coli	GO:0015238~drug transporter activity,GO:0015297~antiporter activity,
rpoA	DNA-directed RNA polymerase subunit alpha	Escherichia coli	GO:0003677~DNA binding,GO:0003899~DNA-directed RNA polymerase activity,GO:0016779~nucleotidyltransferase activity,GO:0034062~RNA polymerase activity,GO:0046983~protein dimerization activity,
rpoB	DNA-directed RNA polymerase subunit beta	Escherichia coli	GO:0001882~nucleoside binding,GO:0003677~DNA binding,GO:0003899~DNA-directed RNA polymerase activity,GO:0016779~nucleotidyltransferase activity,GO:0032549~ribonucleoside binding,GO:0034062~RNA polymerase activity,
rpoZ	DNA-directed RNA polymerase subunit omega	Escherichia coli	GO:0003677~DNA binding,GO:0003899~DNA-directed RNA polymerase activity,GO:0016779~nucleotidyltransferase activity,GO:0034062~RNA polymerase activity,
rpoC	DNA-directed RNA polymerase; DNA-directed RNA polymerase subunit beta'	Escherichia coli	GO:0003677~DNA binding,GO:0003899~DNA-directed RNA polymerase activity,GO:0016779~nucleotidyltransferase activity,GO:0034062~RNA polymerase activity,
tatD	Deoxyribonuclease tatD	Escherichia coli	GO:0000287~magnesium ion binding,GO:0004518~nuclease activity,GO:0004519~endonuclease activity,GO:0004520~endodeoxyribonuclease activity,GO:0004536~deoxyribonuclease activity,GO:0016888~endodeoxyribonuclease activity, producing 5'-phosphomonoesters,GO:0016893~endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,
deoC	Deoxyribose-phosphate aldolase	Escherichia coli	GO:0004139~deoxyribose-phosphate aldolase activity,GO:0016832~aldehyde-lyase activity,
dut	Deoxyuridine 5'-triphosphate nucleotidohydrolase	Escherichia coli	GO:0000287~magnesium ion binding,GO:0004170~dUTP diphosphatase activity,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0047429~nucleoside-triphosphate diphosphatase activity,
dgkA	Diacylglycerol kinase	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0004143~diacylglycerol kinase activity,GO:0005524~ATP binding,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,
dapF	Diaminopimelate epimerase	Escherichia coli	GO:0008837~diaminopimelate epimerase activity,GO:0016854~racemase and epimerase activity,GO:0016855~racemase and epimerase activity, acting on amino acids and derivatives,GO:0047661~amino-acid racemase activity,
folB	Dihydroneopterin aldolase	Escherichia coli	GO:0004150~dihydroneopterin aldolase activity,GO:0016832~aldehyde-lyase activity,
folP	Dihydropteroate synthase	Escherichia coli	GO:0004156~dihydropteroate synthase activity,GO:0016765~transferase activity, transferring alkyl or aryl (other than methyl) groups,
ilvD	Dihydroxy-acid dehydratase	Escherichia coli	GO:0004160~dihydroxy-acid dehydratase activity,GO:0005506~iron ion binding,GO:0016836~hydro-lyase activity,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,GO:0051536~iron-sulfur cluster binding,GO:0051539~4 iron, 4 sulfur cluster binding,GO:0051540~metal cluster binding,
dppD	Dipeptide transport ATP-binding protein dppD	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0005524~ATP binding,GO:0015197~peptide transporter activity,GO:0016887~ATPase activity,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,
dppF	Dipeptide transport ATP-binding protein dppF	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0005524~ATP binding,GO:0015197~peptide transporter activity,GO:0016887~ATPase activity,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,
cutA	Divalent-cation tolerance protein cutA	Escherichia coli	GO:0005507~copper ion binding,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,
yraO	DnaA initiator-associating protein diaA	Escherichia coli	GO:0005529~sugar binding,GO:0030246~carbohydrate binding,
yijP	E2348C_4267; ECUMN_4486; ECED1_4660; b3955; ECDH10B_4143; ECIAI1_4163; EC55989_4437; Z5513; ECS88_4410; UTI89_C4546; c4914; ECIAI39_3034	Escherichia coli	GO:0008484~sulfuric ester hydrolase activity,
prfH	EC55989_0260; ECP_0265; APECO1_1733; UTI89_C0276; ECIAI39_0415; E2348C_0229; ECIAI1_0275; EcSMS35_0290; ECH74115_0281; b0236; ECSE_0256; ECs0263; c0382; ECS88_0271; ECDH10B_0218; ECED1_0270; ECUMN_0300; EcE24377A_0268; Z0297; EcHS_A0263	Escherichia coli	GO:0003747~translation release factor activity,GO:0008079~translation termination factor activity,GO:0008135~translation factor activity, nucleic acid binding,
gatR	EC55989_2344; EcSMS35_0974; ECH74115_3069; ECIAI1_2164; ECIAI39_0927; Z3253; E2348C_2235; APECO1_4455; ECS88_2232; b4498; EcE24377A_2378; EcHS_A2226; ECUMN_2422	Escherichia coli	GO:0003677~DNA binding,GO:0003700~transcription factor activity,GO:0030528~transcription regulator activity,
frcK	EC55989_3221; ECS88_3209; ECUMN_3278; APECO1_3600; ECSE_3197; Z4273; ECIAI1_3053; EcolC_0782; EcE24377A_3262; EcSMS35_3069; ECIAI39_3347; EcHS_A3086; ECDH10B_3103; ECED1_3389; c3511; ECP_2922; E2348C_3180; ECH74115_4229; UTI89_C3316; ECs3804	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0004594~pantothenate kinase activity,GO:0005524~ATP binding,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,
yghF	EC55989_3379; ECIAI39_3457; ECIAI1_3111; ECED1_3613; ECUMN_3445; b2970; ECS88_3345; ECDH10B_3143	Escherichia coli	GO:0008565~protein transporter activity,
bipA	EC55989_4347; ECIAI1_4071; ECED1_4573; APECO1_2591; ECUMN_4395; ECS88_4321; ECDH10B_4061; ECIAI39_3130	Escherichia coli	GO:0000166~nucleotide binding,GO:0003924~GTPase activity,GO:0005525~GTP binding,GO:0017076~purine nucleotide binding,GO:0019001~guanyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032561~guanyl ribonucleotide binding,
insB-2	ECDH10B_0250	Escherichia coli	GO:0003677~DNA binding,GO:0004803~transposase activity,
insB-3	ECDH10B_0262	Escherichia coli	GO:0003677~DNA binding,GO:0004803~transposase activity,
insE-1	ECDH10B_0287	Escherichia coli	GO:0003677~DNA binding,GO:0004803~transposase activity,
insF-1	ECDH10B_0288	Escherichia coli	GO:0003677~DNA binding,
insF-2	ECDH10B_0329	Escherichia coli	GO:0003677~DNA binding,
insE-2	ECDH10B_0330	Escherichia coli	GO:0003677~DNA binding,GO:0004803~transposase activity,
insE-3	ECDH10B_0496	Escherichia coli	GO:0003677~DNA binding,GO:0004803~transposase activity,
insF-3	ECDH10B_0497	Escherichia coli	GO:0003677~DNA binding,
insB-4	ECDH10B_1059	Escherichia coli	GO:0003677~DNA binding,GO:0004803~transposase activity,
insF-4	ECDH10B_1100	Escherichia coli	GO:0003677~DNA binding,
insE-4	ECDH10B_1101	Escherichia coli	GO:0003677~DNA binding,GO:0004803~transposase activity,
insE-5	ECDH10B_2242	Escherichia coli	GO:0003677~DNA binding,GO:0004803~transposase activity,
insF-5	ECDH10B_2243	Escherichia coli	GO:0003677~DNA binding,
insL-3	ECDH10B_2558	Escherichia coli	GO:0003677~DNA binding,GO:0004803~transposase activity,
insB-6	ECDH10B_3619	Escherichia coli	GO:0003677~DNA binding,GO:0004803~transposase activity,
intB	ECDH10B_4464; ECIAI39_4743; UTI89_C4878; b4271; ECED1_5125; EC55989_4829; ECUMN_4803	Escherichia coli	GO:0003677~DNA binding,
agaA	ECED1_3799; EC55989_3555; E2348C_3421; ECUMN_3619; ECIAI1_3285; ECDH10B_3308; ECIAI39_3636; b3135; ECS88_3523	Escherichia coli	GO:0008448~N-acetylglucosamine-6-phosphate deacetylase activity,GO:0016811~hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides,GO:0019213~deacetylase activity,
rrmJ	ECED1_3837; Z4541; APECO1_3253; ECUMN_3659; ECH74115_4501; ECDH10B_3353; ECs4058; ECSE_3463; ECP_3266; ECS88_3561; ECIAI39_3674; EcolC_0521; E2348C_3458; ECIAI1_3327; EC55989_3597; EcHS_A3371; UTI89_C3611; EcE24377A_3664; EcSMS35_3475; c3936	Escherichia coli	GO:0008171~O-methyltransferase activity,GO:0008173~RNA methyltransferase activity,GO:0008649~rRNA methyltransferase activity,GO:0008650~rRNA (uridine-2'-O-)-methyltransferase activity,GO:0016436~rRNA (uridine) methyltransferase activity,
ytfA	ECED1_5062; ECDH10B_4400; ECIAI39_4675; ECS88_4799; ECUMN_4738; b4205; E2348C_4535	Escherichia coli	GO:0003677~DNA binding,GO:0003700~transcription factor activity,GO:0030528~transcription regulator activity,
ykgN	ECIAI1_0807; ECDH10B_0252	Escherichia coli	GO:0003677~DNA binding,GO:0004803~transposase activity,
obgE	ECIAI1_3331; ECP_3270; ECS88_3565; ECIAI39_3678; Z4545; ECH74115_4505; ECUMN_3663; EcolC_0517; c3940; EcHS_A3376; EC55989_3601; ECSE_3467; ECED1_3841; ECDH10B_3357; EcE24377A_3668; APECO1_3249; ECs4062; EcSMS35_3479; E2348C_3462; b3183; UTI89_C3616	Escherichia coli	GO:0000166~nucleotide binding,GO:0003677~DNA binding,GO:0003723~RNA binding,GO:0005525~GTP binding,GO:0017076~purine nucleotide binding,GO:0019001~guanyl nucleotide binding,GO:0019843~rRNA binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032561~guanyl ribonucleotide binding,
sgbU	ECIAI1_3749; EC55989_4039; ECDH10B_3763; c4405; UTI89_C4126; E2348C_3835; APECO1_2868; ECED1_4271; ECUMN_4095; ECIAI39_4094; ECS88_4002	Escherichia coli	GO:0016860~intramolecular oxidoreductase activity,GO:0016861~intramolecular oxidoreductase activity, interconverting aldoses and ketoses,
waaW	ECIAI1_3796; ECIAI39_4144; EcSMS35_3961; EcHS_A3835; EcE24377A_4127; c4450; ECS88_4040; UTI89_C4169	Escherichia coli	GO:0008378~galactosyltransferase activity,GO:0008918~lipopolysaccharide 3-alpha-galactosyltransferase activity,GO:0035250~UDP-galactosyltransferase activity,
hpaA	ECIAI1_4568; ECUMN_4967; EcHS_A4577	Escherichia coli	GO:0003677~DNA binding,GO:0003700~transcription factor activity,GO:0030528~transcription regulator activity,GO:0043565~sequence-specific DNA binding,
hpaH	ECIAI1_4571; ECUMN_4971; EcHS_A4580	Escherichia coli	GO:0016831~carboxy-lyase activity,GO:0047437~4-oxalocrotonate decarboxylase activity,
hpaD	ECIAI1_4573; EcHS_A4582; ECUMN_4973	Escherichia coli	GO:0005506~iron ion binding,GO:0008198~ferrous iron binding,GO:0008687~3,4-dihydroxyphenylacetate 2,3-dioxygenase activity,GO:0016701~oxidoreductase activity, acting on single donors with incorporation of molecular oxygen,GO:0016702~oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,
hpaE	ECIAI1_4574; EcHS_A4583; ECUMN_4974	Escherichia coli	GO:0009013~succinate-semialdehyde dehydrogenase [NAD(P)+] activity,GO:0016620~oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor,GO:0018480~5-carboxymethyl-2-hydroxymuconic-semialdehyde dehydrogenase activity,
hpaG	ECIAI1_4575; EcHS_A4584; ECUMN_4975	Escherichia coli	GO:0008704~5-carboxymethyl-2-hydroxymuconate delta-isomerase activity,GO:0016831~carboxy-lyase activity,GO:0016860~intramolecular oxidoreductase activity,GO:0016863~intramolecular oxidoreductase activity, transposing C=C bonds,GO:0018800~5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase activity,
hpaR	ECIAI1_4576; EcHS_A4585; ECUMN_4976	Escherichia coli	GO:0003677~DNA binding,GO:0003700~transcription factor activity,GO:0016564~transcription repressor activity,GO:0030528~transcription regulator activity,
yehQ	ECIAI39_0891; E2348C_2268; APECO1_4427; c2652; ECS88_2265; b2122; Z3295; ECED1_2478; ECUMN_2456; UTI89_C2394; ECDH10B_2277; ECIAI1_2198	Escherichia coli	GO:0008270~zinc ion binding,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,
vioA	ECIAI39_0979	Escherichia coli	GO:0008483~transaminase activity,GO:0016769~transferase activity, transferring nitrogenous groups,GO:0019842~vitamin binding,GO:0030170~pyridoxal phosphate binding,GO:0048037~cofactor binding,GO:0070279~vitamin B6 binding,
yiaI	ECIAI39_4085; ECUMN_4086; Z4998; ECS88_3992; c4394; EC55989_4030; ECED1_4261; ECIAI1_3740	Escherichia coli	GO:0005506~iron ion binding,GO:0009055~electron carrier activity,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,GO:0051536~iron-sulfur cluster binding,GO:0051539~4 iron, 4 sulfur cluster binding,GO:0051540~metal cluster binding,
waaO	ECIAI39_4147; ECIAI1_3799; ECS88_4043	Escherichia coli	GO:0008378~galactosyltransferase activity,GO:0008918~lipopolysaccharide 3-alpha-galactosyltransferase activity,GO:0035250~UDP-galactosyltransferase activity,
waaP	ECIAI39_4148; ECS88_4044; Z5054; EC55989_4094; ECIAI1_3800; ECED1_4313; ECUMN_4144	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0005524~ATP binding,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,
ytfG	ECIAI39_4683; c5310; ECS88_4805; ECIAI1_4445; Z5822; ECED1_5070; ECUMN_4748; APECO1_2175; UTI89_C4820; E2348C_4542; EC55989_4771; ECDH10B_4406	Escherichia coli	GO:0016564~transcription repressor activity,GO:0030528~transcription regulator activity,
rnpA	ECP_3905	Escherichia coli	GO:0003723~RNA binding,GO:0004518~nuclease activity,GO:0004519~endonuclease activity,GO:0004521~endoribonuclease activity,GO:0004526~ribonuclease P activity,GO:0004540~ribonuclease activity,GO:0004549~tRNA-specific ribonuclease activity,GO:0016891~endoribonuclease activity, producing 5'-phosphomonoesters,GO:0016893~endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters,
pstB	ECSE_4011	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0005315~inorganic phosphate transmembrane transporter activity,GO:0005524~ATP binding,GO:0008509~anion transmembrane transporter activity,GO:0015103~inorganic anion transmembrane transporter activity,GO:0015114~phosphate transmembrane transporter activity,GO:0015399~primary active transmembrane transporter activity,GO:0015405~P-P-bond-hydrolysis-driven transmembrane transporter activity,GO:0015415~phosphate transmembrane-transporting ATPase activity,GO:0016820~hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances,GO:0016887~ATPase activity,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,GO:0042623~ATPase activity, coupled,GO:0042625~ATPase activity, coupled to transmembrane movement of ions,GO:0042626~ATPase activity, coupled to transmembrane movement of substances,GO:0043225~anion transmembrane-transporting ATPase activity,GO:0043492~ATPase activity, coupled to movement of substances,
