"","From","To","Species","Gene.Name"
"10377","hyfJ",947713,"Escherichia coli str. K-12 substr. MG1655","putative processing element hydrogenase 4(hyfJ)"
"10378","dgoK",948207,"Escherichia coli str. K-12 substr. MG1655","2-oxo-3-deoxygalactonate kinase(dgoK)"
"10379","dgoK",7156149,"Escherichia coli UMN026","2-oxo-3-deoxygalactonate kinase(dgoK)"
"10380","dgoK",7151126,"Escherichia coli IAI39","2-oxo-3-deoxygalactonate kinase(dgoK)"
"10381","dgoD",7151130,"Escherichia coli IAI39","galactonate dehydratase(dgoD)"
"10382","dgoD",7156153,"Escherichia coli UMN026","galactonate dehydratase(dgoD)"
"10383","dgoD",2847765,"Escherichia coli str. K-12 substr. MG1655","D-galactonate dehydratase(dgoD)"
"10384","hyfR",7151731,"Escherichia coli IAI39","pseudo(hyfR)"
"10385","hyfR",7151730,"Escherichia coli IAI39","pseudo(hyfR)"
"10386","hyfR",948886,"Escherichia coli str. K-12 substr. MG1655","hydrogenase-4 transcriptional activator(hyfR)"
"10387","hyfR",7156767,"Escherichia coli UMN026","DNA-binding transcriptional activator, formate sensing(hyfR)"
"10388","secB",7156607,"Escherichia coli UMN026","preprotein translocase subunit SecB(secB)"
"10389","secB",948123,"Escherichia coli str. K-12 substr. MG1655","protein export chaperone(secB)"
"10390","secB",7151581,"Escherichia coli IAI39","preprotein translocase subunit SecB(secB)"
"10391","wecB",944789,"Escherichia coli str. K-12 substr. MG1655","UDP-N-acetyl glucosamine-2-epimerase(wecB)"
"10392","wecC",7157664,"Escherichia coli UMN026","UDP-N-acetyl-D-mannosamine dehydrogenase(wecC)"
"10393","wecC",948977,"Escherichia coli str. K-12 substr. MG1655","UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase(wecC)"
"10394","wecC",13700263,"Escherichia coli O104:H4 str. 2011C-3493","UDP-N-acetyl-D-mannosamine dehydrogenase(wecC)"
"10395","wecC",915235,"Escherichia coli O157:H7 str. Sakai","UDP-N-acetyl-D-mannosamine dehydrogenase(wecC)"
"10396","wecC",7152608,"Escherichia coli IAI39","UDP-N-acetyl-D-mannosamine dehydrogenase(wecC)"
"10397","wecC",12875863,"Escherichia coli O83:H1 str. NRG 857C","UDP-N-acetyl-D-mannosamine dehydrogenase(wecC)"
"10398","wecD",948298,"Escherichia coli str. K-12 substr. MG1655","TDP-fucosamine acetyltransferase(wecD)"
"10399","secE",7158140,"Escherichia coli UMN026","preprotein translocase subunit SecE(secE)"
"10400","secE",7153055,"Escherichia coli IAI39","preprotein translocase subunit SecE(secE)"
"10401","secE",914948,"Escherichia coli O157:H7 str. Sakai","preprotein translocase subunit SecE(secE)"
"10402","secE",948486,"Escherichia coli str. K-12 substr. MG1655","preprotein translocase membrane subunit(secE)"
"10403","secE",13700053,"Escherichia coli O104:H4 str. 2011C-3493","preprotein translocase subunit SecE(secE)"
"10404","secE",12876329,"Escherichia coli O83:H1 str. NRG 857C","preprotein translocase subunit SecE(secE)"
"10405","secG",916105,"Escherichia coli O157:H7 str. Sakai","preprotein translocase subunit SecG(secG)"
"10406","secG",7150593,"Escherichia coli IAI39","preprotein translocase subunit SecG(secG)"
"10407","secG",947720,"Escherichia coli str. K-12 substr. MG1655","preprotein translocase membrane subunit(secG)"
"10408","secG",13699284,"Escherichia coli O104:H4 str. 2011C-3493","preprotein translocase subunit SecG(secG)"
"10409","secG",7155621,"Escherichia coli UMN026","preprotein translocase subunit SecG(secG)"
"10410","secG",12875790,"Escherichia coli O83:H1 str. NRG 857C","preprotein translocase subunit SecG(secG)"
"10411","nlpA",948175,"Escherichia coli str. K-12 substr. MG1655","cytoplasmic membrane lipoprotein-28(nlpA)"
"10412","nlpA",7154173,"Escherichia coli IAI39","cytoplasmic membrane lipoprotein-28(nlpA)"
"10413","nlpA",7159245,"Escherichia coli UMN026","cytoplasmic membrane lipoprotein-28(nlpA)"
"10414","corA",7150138,"Escherichia coli IAI39","magnesium/nickel/cobalt transporter CorA(corA)"
"10415","corA",948351,"Escherichia coli str. K-12 substr. MG1655","magnesium/nickel/cobalt transporter(corA)"
"10416","corA",7159280,"Escherichia coli UMN026","magnesium/nickel/cobalt transporter CorA(corA)"
"10417","nlpI",947673,"Escherichia coli str. K-12 substr. MG1655","lipoprotein involved in osmotic sensitivity and filamentation(nlpI)"
"10418","nlpI",7156133,"Escherichia coli UMN026","lipoprotein NlpI(nlpI)"
"10419","nlpI",7151110,"Escherichia coli IAI39","lipoprotein NlpI(nlpI)"
"10420","hupA",7154252,"Escherichia coli IAI39","transcriptional regulator HU subunit alpha(hupA)"
"10421","hupA",7159326,"Escherichia coli UMN026","transcriptional regulator HU subunit alpha(hupA)"
"10422","hupA",948499,"Escherichia coli str. K-12 substr. MG1655","HU, DNA-binding transcriptional regulator, alpha subunit(hupA)"
"10423","nlpB",7152525,"Escherichia coli IAI39","lipoprotein(nlpB)"
"10424","nlpB",7157574,"Escherichia coli UMN026","lipoprotein(nlpB)"
"10425","nlpD",7157764,"Escherichia coli UMN026","lipoprotein NlpD(nlpD)"
"10426","nlpD",914682,"Escherichia coli O157:H7 str. Sakai","Nlp family transcriptional regulator(nlpD)"
"10427","nlpD",12877457,"Escherichia coli O83:H1 str. NRG 857C","lipoprotein NlpD(nlpD)"
"10428","nlpD",947011,"Escherichia coli str. K-12 substr. MG1655","activator of AmiC murein hydrolase activity, lipoprotein(nlpD)"
"10429","nlpD",13700827,"Escherichia coli O104:H4 str. 2011C-3493","lipoprotein NlpD(nlpD)"
"10430","nlpD",7152710,"Escherichia coli IAI39","lipoprotein NlpD(nlpD)"
"10431","hypA",7156748,"Escherichia coli UMN026","hydrogenase nickel incorporation protein(hypA)"
"10432","hypA",7151711,"Escherichia coli IAI39","hydrogenase nickel incorporation protein(hypA)"
"10433","hypA",947195,"Escherichia coli str. K-12 substr. MG1655","protein involved in nickel insertion into hydrogenases 3(hypA)"
"10434","hypA",13700848,"Escherichia coli O104:H4 str. 2011C-3493","hydrogenase nickel incorporation protein(hypA)"
"10435","hypA",13905371,"Escherichia coli","pseudo(hypA)"
"10436","hypA",916300,"Escherichia coli O157:H7 str. Sakai","hydrogenase nickel incorporation protein HybF(hypA)"
"10437","hypA",914696,"Escherichia coli O157:H7 str. Sakai","hydrogenase nickel incorporation protein(hypA)"
"10438","hypA",12877438,"Escherichia coli O83:H1 str. NRG 857C","hydrogenase nickel incorporation protein(hypA)"
"10439","hypB",7151733,"Escherichia coli IAI39","hydrogenase nickel incorporation protein HypB(hypB)"
"10440","hypB",947194,"Escherichia coli str. K-12 substr. MG1655","GTP hydrolase involved in nickel liganding into hydrogenases(hypB)"
"10441","hypB",7156770,"Escherichia coli UMN026","hydrogenase nickel incorporation protein HypB(hypB)"
"10442","cspA",948070,"Escherichia coli str. K-12 substr. MG1655","RNA chaperone and antiterminator, cold-inducible(cspA)"
"10443","cspA",7154142,"Escherichia coli IAI39","major cold shock protein(cspA)"
"10444","cspA",7159219,"Escherichia coli UMN026","major cold shock protein(cspA)"
"10445","hypE",7151736,"Escherichia coli IAI39","carbamoyl phosphate phosphatase, hydrogenase 3 maturation protein(hypE)"
"10446","hypE",7156773,"Escherichia coli UMN026","carbamoyl phosphate phosphatase, hydrogenase 3 maturation protein(hypE)"
"10447","hypE",947182,"Escherichia coli str. K-12 substr. MG1655","carbamoyl dehydratase, hydrogenases 1,2,3 maturation protein(hypE)"
"10448","wecF",2847677,"Escherichia coli str. K-12 substr. MG1655","TDP-Fuc4NAc:lipidIIFuc4NAc transferase(wecF)"
"10449","hypF",7152242,"Escherichia coli IAI39","carbamoyl phosphate phosphatase and maturation protein for [NiFe] hydrogenases(hypF)"
"10450","hypF",944963,"Escherichia coli str. K-12 substr. MG1655","carbamoyl phosphate phosphatase and [NiFe] hydrogenase maturation protein(hypF)"
"10451","hypF",7157296,"Escherichia coli UMN026","carbamoyl phosphate phosphatase and maturation protein for [NiFe] hydrogenases(hypF)"
"10452","wecE",948296,"Escherichia coli str. K-12 substr. MG1655","TDP-4-oxo-6-deoxy-D-glucose transaminase(wecE)"
"10453","hypC",7151734,"Escherichia coli IAI39","hydrogenase assembly chaperone(hypC)"
"10454","hypC",947192,"Escherichia coli str. K-12 substr. MG1655","hydrogenase maturation protein(hypC)"
"10455","hypC",7156771,"Escherichia coli UMN026","hydrogenase assembly chaperone(hypC)"
"10456","ivbL",7156798,"Escherichia coli UMN026","ilvB operon leader peptide(ivbL)"
"10457","ivbL",7150336,"Escherichia coli IAI39","ilvB operon leader peptide(ivbL)"
"10458","ivbL",948181,"Escherichia coli str. K-12 substr. MG1655","ilvB operon leader peptide(ivbL)"
"10459","hypD",7151735,"Escherichia coli IAI39","hydrogenase maturation protein(hypD)"
"10460","hypD",947189,"Escherichia coli str. K-12 substr. MG1655","hydrogenase maturation protein(hypD)"
"10461","hypD",7156772,"Escherichia coli UMN026","protein required for maturation of hydrogenases(hypD)"
"10462","wecG",948301,"Escherichia coli str. K-12 substr. MG1655","UDP-N-acetyl-D-mannosaminuronic acid transferase(wecG)"
"10463","ppx",7152464,"Escherichia coli IAI39","exopolyphosphatase(ppx)"
"10464","ppx",946970,"Escherichia coli str. K-12 substr. MG1655","exopolyphosphatase(ppx)"
"10465","ppx",7157509,"Escherichia coli UMN026","exopolyphosphatase(ppx)"
"10466","csrA",7150607,"Escherichia coli IAI39","carbon storage regulator(csrA)"
"10467","csrA",947176,"Escherichia coli str. K-12 substr. MG1655","pleiotropic regulatory protein for carbon source metabolism(csrA)"
"10468","csrA",7155624,"Escherichia coli UMN026","carbon storage regulator(csrA)"
"10469","obgE",7156100,"Escherichia coli UMN026","GTPase ObgE(obgE)"
"10470","obgE",947694,"Escherichia coli str. K-12 substr. MG1655","GTPase involved in cell partioning and DNA repair(obgE)"
"10471","obgE",7151077,"Escherichia coli IAI39","GTPase ObgE(obgE)"
"10472","obgE",916094,"Escherichia coli O157:H7 str. Sakai","GTPase ObgE(obgE)"
"10473","obgE",13699276,"Escherichia coli O104:H4 str. 2011C-3493","GTPase CgtA(obgE)"
"10474","obgE",12875798,"Escherichia coli O83:H1 str. NRG 857C","GTPase ObgE(obgE)"
"10475","ugpQ",7154100,"Escherichia coli IAI39","cytoplasmic glycerophosphodiester phosphodiesterase(ugpQ)"
"10476","ugpQ",915833,"Escherichia coli O157:H7 str. Sakai","glycerophosphodiester phosphodiesterase(ugpQ)"
"10477","ugpQ",12876304,"Escherichia coli O83:H1 str. NRG 857C","glycerophosphodiester phosphodiesterase(ugpQ)"
"10478","ugpQ",7159172,"Escherichia coli UMN026","cytoplasmic glycerophosphodiester phosphodiesterase(ugpQ)"
"10479","ugpQ",947955,"Escherichia coli str. K-12 substr. MG1655","glycerophosphodiester phosphodiesterase, cytosolic(ugpQ)"
"10480","ugpQ",13699028,"Escherichia coli O104:H4 str. 2011C-3493","glycerophosphodiester phosphodiesterase(ugpQ)"
"10481","ppk",7152533,"Escherichia coli IAI39","polyphosphate kinase(ppk)"
"10482","ppk",7157582,"Escherichia coli UMN026","polyphosphate kinase(ppk)"
"10483","ppk",946971,"Escherichia coli str. K-12 substr. MG1655","polyphosphate kinase, component of RNA degradosome(ppk)"
"10484","ppa",7150941,"Escherichia coli IAI39","inorganic pyrophosphatase(ppa)"
"10485","ppa",948748,"Escherichia coli str. K-12 substr. MG1655","inorganic pyrophosphatase(ppa)"
"10486","ppa",7159677,"Escherichia coli UMN026","inorganic pyrophosphatase(ppa)"
"10487","ugpA",8319279,"Escherichia coli","SN-glycerol-3-phosphate transport system permease protein ugpA(ugpA)"
"10488","ugpA",7158168,"Escherichia coli UMN026","glycerol-3-phosphate transporter permease(ugpA)"
"10489","ugpA",7153084,"Escherichia coli IAI39","glycerol-3-phosphate transporter permease(ugpA)"
"10490","ugpA",947957,"Escherichia coli str. K-12 substr. MG1655","sn-glycerol-3-phosphate ABC transporter permease(ugpA)"
"10491","ugpA",9538130,"Escherichia coli","putative ABC transporter permease protein(ugpA)"
"10492","ugpA",9538141,"Escherichia coli","putative ABC transporter permease protein(ugpA)"
"10493","secY",7150547,"Escherichia coli IAI39","preprotein translocase subunit SecY(secY)"
"10494","secY",13699164,"Escherichia coli O104:H4 str. 2011C-3493","preprotein translocase subunit SecY(secY)"
"10495","secY",12875995,"Escherichia coli O83:H1 str. NRG 857C","preprotein translocase subunit SecY(secY)"
"10496","secY",947799,"Escherichia coli str. K-12 substr. MG1655","preprotein translocase membrane subunit(secY)"
"10497","secY",7157779,"Escherichia coli UMN026","preprotein translocase subunit SecY(secY)"
"10498","secY",915941,"Escherichia coli O157:H7 str. Sakai","preprotein translocase subunit SecY(secY)"
"10499","ppc",7150764,"Escherichia coli IAI39","phosphoenolpyruvate carboxylase(ppc)"
"10500","ppc",7159324,"Escherichia coli UMN026","phosphoenolpyruvate carboxylase(ppc)"
"10501","ppc",948457,"Escherichia coli str. K-12 substr. MG1655","phosphoenolpyruvate carboxylase(ppc)"
"10502","ugpC",7153085,"Escherichia coli IAI39","glycerol-3-phosphate transporter ATP-binding subunit(ugpC)"
"10503","ugpC",947953,"Escherichia coli str. K-12 substr. MG1655","sn-glycerol-3-phosphate ABC transporter ATPase(ugpC)"
"10504","ugpC",7158169,"Escherichia coli UMN026","glycerol-3-phosphate transporter ATP-binding subunit(ugpC)"
"10505","ugpC",915835,"Escherichia coli O157:H7 str. Sakai","glycerol-3-phosphate transporter ATP-binding protein(ugpC)"
"10506","ugpC",12876305,"Escherichia coli O83:H1 str. NRG 857C","glycerol-3-phosphate transporter ATP-binding subunit(ugpC)"
"10507","ugpC",8319282,"Escherichia coli","SN-glycerol-3-phosphate transport ATP-binding protein(ugpC)"
"10508","ugpC",9538127,"Escherichia coli","putative ABC transporter ATP-binding protein(ugpC)"
"10509","ugpC",13699027,"Escherichia coli O104:H4 str. 2011C-3493","glycerol-3-phosphate transporter ATP-binding subunit(ugpC)"
"10510","ugpC",9538138,"Escherichia coli","(ugpC)"
"10511","mdaB",7150198,"Escherichia coli IAI39","NADPH quinone reductase(mdaB)"
"10512","mdaB",7159096,"Escherichia coli UMN026","NADPH quinone reductase(mdaB)"
"10513","mdaB",947512,"Escherichia coli str. K-12 substr. MG1655","NADPH quinone reductase(mdaB)"
"10514","ugpB",7158165,"Escherichia coli UMN026","glycerol-3-phosphate transporter periplasmic binding protein(ugpB)"
"10515","ugpB",947962,"Escherichia coli str. K-12 substr. MG1655","sn-glycerol-3-phosphate ABC transporter periplasmic binding protein(ugpB)"
"10516","ugpB",8319283,"Escherichia coli","glycerol-3-phosphate-binding periplasmic protein precursor(ugpB)"
"10517","ugpB",7153081,"Escherichia coli IAI39","glycerol-3-phosphate transporter periplasmic binding protein(ugpB)"
"10518","ugpB",9538126,"Escherichia coli","putative ABC transporter permease protein(ugpB)"
"10519","ugpB",9538137,"Escherichia coli","putative ABC transporter permease protein(ugpB)"
"10520","ugpE",7158167,"Escherichia coli UMN026","glycerol-3-phosphate transporter membrane protein(ugpE)"
"10521","ugpE",947959,"Escherichia coli str. K-12 substr. MG1655","sn-glycerol-3-phosphate ABC transporter permease(ugpE)"
"10522","ugpE",7153083,"Escherichia coli IAI39","glycerol-3-phosphate transporter membrane protein(ugpE)"
"10523","osmY",7157519,"Escherichia coli UMN026","periplasmic protein(osmY)"
"10524","osmY",948895,"Escherichia coli str. K-12 substr. MG1655","salt-inducible putative ABC transporter periplasmic binding protein(osmY)"
"10525","osmY",7152474,"Escherichia coli IAI39","periplasmic protein(osmY)"
"10526","ylcG",1450240,"Escherichia coli str. K-12 substr. MG1655","uncharacterized protein, DLP12 prophage(ylcG)"
"10527","tnaB",948220,"Escherichia coli str. K-12 substr. MG1655","tryptophan transporter of low affinity(tnaB)"
"10528","tnaB",7152993,"Escherichia coli IAI39","tryptophan permease TnaB(tnaB)"
"10529","tnaB",7158078,"Escherichia coli UMN026","tryptophan permease TnaB(tnaB)"
"10530","tnaA",915393,"Escherichia coli O157:H7 str. Sakai","tryptophanase(tnaA)"
"10531","tnaA",948221,"Escherichia coli str. K-12 substr. MG1655","tryptophanase/L-cysteine desulfhydrase, PLP-dependent(tnaA)"
"10532","tnaA",13700915,"Escherichia coli O104:H4 str. 2011C-3493","tryptophanase/L-cysteine desulfhydrase, PLP-dependent(tnaA)"
"10533","tnaA",7152995,"Escherichia coli IAI39","tryptophanase(tnaA)"
"10534","tnaA",7158080,"Escherichia coli UMN026","tryptophanase(tnaA)"
"10535","tnaA",12875710,"Escherichia coli O83:H1 str. NRG 857C","tryptophanase(tnaA)"
"10536","araE",7153952,"Escherichia coli IAI39","arabinose transporter(araE)"
"10537","araE",947341,"Escherichia coli str. K-12 substr. MG1655","arabinose transporter(araE)"
"10538","araE",7155230,"Escherichia coli UMN026","arabinose transporter(araE)"
"10539","araH",948923,"Escherichia coli str. K-12 substr. MG1655","L-arabinose ABC transporter permease(araH)"
"10540","araH",12878233,"Escherichia coli O83:H1 str. NRG 857C","L-arabinose transporter permease(araH)"
"10541","araH",13699552,"Escherichia coli O104:H4 str. 2011C-3493","L-arabinose transporter permease(araH)"
"10542","araH",7157368,"Escherichia coli UMN026","L-arabinose transporter permease protein(araH)"
"10543","araH",7150753,"Escherichia coli IAI39","L-arabinose transporter permease(araH)"
"10544","pnp",947672,"Escherichia coli str. K-12 substr. MG1655","polynucleotide phosphorylase/polyadenylase(pnp)"
"10545","pnp",7152238,"Escherichia coli IAI39","polynucleotide phosphorylase/polyadenylase(pnp)"
"10546","pnp",7157290,"Escherichia coli UMN026","polynucleotide phosphorylase/polyadenylase(pnp)"
"10547","ibpA",948200,"Escherichia coli str. K-12 substr. MG1655","heat shock chaperone(ibpA)"
"10548","ibpA",7156781,"Escherichia coli UMN026","heat shock protein IbpA(ibpA)"
"10549","ibpA",7151745,"Escherichia coli IAI39","heat shock protein IbpA(ibpA)"
"10550","ibpB",7159255,"Escherichia coli UMN026","heat shock chaperone IbpB(ibpB)"
"10551","ibpB",7154183,"Escherichia coli IAI39","heat shock chaperone IbpB(ibpB)"
"10552","ibpB",948192,"Escherichia coli str. K-12 substr. MG1655","heat shock chaperone(ibpB)"
"10553","gmk",12876749,"Escherichia coli O83:H1 str. NRG 857C","guanylate kinase(gmk)"
"10554","gmk",13698789,"Escherichia coli O104:H4 str. 2011C-3493","guanylate kinase(gmk)"
"10555","gmk",7156980,"Escherichia coli UMN026","guanylate kinase(gmk)"
"10556","gmk",7151936,"Escherichia coli IAI39","guanylate kinase(gmk)"
"10557","gmk",948163,"Escherichia coli str. K-12 substr. MG1655","guanylate kinase(gmk)"
"10558","gmk",915521,"Escherichia coli O157:H7 str. Sakai","guanylate kinase(gmk)"
"10559","ilvE",948278,"Escherichia coli str. K-12 substr. MG1655","branched-chain amino acid aminotransferase(ilvE)"
