"","From","To","Species","Gene.Name"
"2755","treR",948760,"Escherichia coli str. K-12 substr. MG1655","trehalose 6-phosphate-inducible trehalose regulon transcriptional repressor(treR)"
"2756","msrA",948734,"Escherichia coli str. K-12 substr. MG1655","methionine sulfoxide reductase A(msrA)"
"2757","ygiW",946051,"Escherichia coli str. K-12 substr. MG1655","hydrogen peroxide and cadmium resistance periplasmic protein; stress-induced OB-fold protein(ygiW)"
"2758","ygiZ",946450,"Escherichia coli str. K-12 substr. MG1655","inner membrane protein(ygiZ)"
"2759","garD",947641,"Escherichia coli str. K-12 substr. MG1655","D-galactarate dehydrogenase(garD)"
"2760","nadR",948911,"Escherichia coli str. K-12 substr. MG1655","trifunctional protein: nicotinamide mononucleotide adenylyltransferase, ribosylnicotinamide kinase, transcriptional repressor(nadR)"
"2761","ygiS",947140,"Escherichia coli str. K-12 substr. MG1655","putative ABC transporter permease(ygiS)"
"2762","ygiV",945805,"Escherichia coli str. K-12 substr. MG1655","transcriptional repressor for mcbR biofilm gene(ygiV)"
"2763","ygiQ",948963,"Escherichia coli str. K-12 substr. MG1655","Radical SAM superfamily protein(ygiQ)"
"2764","ygiL",947522,"Escherichia coli str. K-12 substr. MG1655","putative fimbrial-like adhesin protein(ygiL)"
"2765","ygiN",947506,"Escherichia coli str. K-12 substr. MG1655","quinol monooxygenase(ygiN)"
"2766","ygiM",947555,"Escherichia coli str. K-12 substr. MG1655","SH3 domain protein(ygiM)"
"2767","garR",947631,"Escherichia coli str. K-12 substr. MG1655","tartronate semialdehyde reductase(garR)"
"2768","ygiC",947249,"Escherichia coli str. K-12 substr. MG1655","ATP-Grasp family ATPase(ygiC)"
"2769","ygiD",946447,"Escherichia coli str. K-12 substr. MG1655","4,5- DOPA-extradiol-dioxygenase(ygiD)"
"2770","garP",947642,"Escherichia coli str. K-12 substr. MG1655","putative (D)-galactarate transporter(garP)"
"2771","ygiF",947554,"Escherichia coli str. K-12 substr. MG1655","inorganic triphosphatase(ygiF)"
"2772","cca",947553,"Escherichia coli str. K-12 substr. MG1655","fused tRNA nucleotidyl transferase/2'3'-cyclic phosphodiesterase/2'nucleotidase and phosphatase(cca)"
"2773","garL",947630,"Escherichia coli str. K-12 substr. MG1655","alpha-dehydro-beta-deoxy-D-glucarate aldolase(garL)"
"2774","ygiB",945086,"Escherichia coli str. K-12 substr. MG1655","DUF1190 family protein(ygiB)"
"2775","garK",947632,"Escherichia coli str. K-12 substr. MG1655","glycerate kinase I(garK)"
"2776","lgt",947303,"Escherichia coli str. K-12 substr. MG1655","phosphatidylglycerol-prolipoprotein diacylglyceryl transferase(lgt)"
"2777","rhaR",948396,"Escherichia coli str. K-12 substr. MG1655","transcriptional activator of rhaSR(rhaR)"
"2778","ygjV",947604,"Escherichia coli str. K-12 substr. MG1655","Imp-YgjV family inner membrane protein(ygjV)"
"2779","selA",948124,"Escherichia coli str. K-12 substr. MG1655","selenocysteine synthase(selA)"
"2780","selB",948103,"Escherichia coli str. K-12 substr. MG1655","selenocysteinyl-tRNA-specific translation factor(selB)"
"2781","selC",948167,"Escherichia coli str. K-12 substr. MG1655","tRNA(selC)"
"2782","sspA",944744,"Escherichia coli str. K-12 substr. MG1655","stringent starvation protein A, phage P1 late gene activator, RNAP-associated acid-resistance protein, inactive glutathione S-transferase homolog(sspA)"
"2783","ygjR",947600,"Escherichia coli str. K-12 substr. MG1655","putative NAD(P)-dependent dehydrogenase(ygjR)"
"2784","sspB",944774,"Escherichia coli str. K-12 substr. MG1655","ClpXP protease specificity enhancing factor(sspB)"
"2785","ygjQ",947598,"Escherichia coli str. K-12 substr. MG1655","DUF218 superfamily protein(ygjQ)"
"2786","rhaT",948398,"Escherichia coli str. K-12 substr. MG1655","L-rhamnose:proton symporter(rhaT)"
"2787","ygjP",947650,"Escherichia coli str. K-12 substr. MG1655","putative metal dependent hydrolase(ygjP)"
"2788","rhaS",948397,"Escherichia coli str. K-12 substr. MG1655","transcriptional activator of rhaBAD and rhaT(rhaS)"
"2789","gss",947474,"Escherichia coli str. K-12 substr. MG1655","glutathionylspermidine amidase and glutathionylspermidine synthetase(gss)"
"2790","ygjJ",947597,"Escherichia coli str. K-12 substr. MG1655","putative periplasmic protein(ygjJ)"
"2791","ygjK",947596,"Escherichia coli str. K-12 substr. MG1655","alpha-glucosidase(ygjK)"
"2792","ygjH",946251,"Escherichia coli str. K-12 substr. MG1655","putative tRNA binding protein; putative tRNA corner chaperone(ygjH)"
"2793","ygjI",947579,"Escherichia coli str. K-12 substr. MG1655","putative transporter(ygjI)"
"2794","ung",947067,"Escherichia coli str. K-12 substr. MG1655","uracil-DNA-glycosylase(ung)"
"2795","nadB",947049,"Escherichia coli str. K-12 substr. MG1655","quinolinate synthase, L-aspartate oxidase (B protein) subunit(nadB)"
"2796","cdd",946663,"Escherichia coli str. K-12 substr. MG1655","cytidine/deoxycytidine deaminase(cdd)"
"2797","cdh",948410,"Escherichia coli str. K-12 substr. MG1655","CDP-diacylglycerol phosphotidylhydrolase(cdh)"
"2798","rrlB",948473,"Escherichia coli str. K-12 substr. MG1655","23S ribosomal RNA of rrnB operon(rrlB)"
"2799","rrlC",948268,"Escherichia coli str. K-12 substr. MG1655","23S ribosomal RNA of rrnC operon(rrlC)"
"2800","rhaA",948400,"Escherichia coli str. K-12 substr. MG1655","L-rhamnose isomerase(rhaA)"
"2801","rhaB",948399,"Escherichia coli str. K-12 substr. MG1655","rhamnulokinase(rhaB)"
"2802","rrlA",948341,"Escherichia coli str. K-12 substr. MG1655","23S ribosomal RNA of rrnA operon(rrlA)"
"2803","rrlG",947585,"Escherichia coli str. K-12 substr. MG1655","23S ribosomal RNA of rrnG operon(rrlG)"
"2804","rhaD",948401,"Escherichia coli str. K-12 substr. MG1655","rhamnulose-1-phosphate aldolase(rhaD)"
"2805","rrlD",947773,"Escherichia coli str. K-12 substr. MG1655","23S ribosomal RNA of rrnD operon(rrlD)"
"2806","rrlE",948509,"Escherichia coli str. K-12 substr. MG1655","23S ribosomal RNA of rrnE operon(rrlE)"
"2807","ilvY",948284,"Escherichia coli str. K-12 substr. MG1655","transcriptional activator of ilvC; autorepressor(ilvY)"
"2808","alaS",947175,"Escherichia coli str. K-12 substr. MG1655","alanyl-tRNA synthetase(alaS)"
"2809","lrhA",946769,"Escherichia coli str. K-12 substr. MG1655","transcriptional repressor of flagellar, motility and chemotaxis genes(lrhA)"
"2810","alaT",948337,"Escherichia coli str. K-12 substr. MG1655","tRNA(alaT)"
"2811","alaU",947772,"Escherichia coli str. K-12 substr. MG1655","tRNA(alaU)"
"2812","ypjD",947098,"Escherichia coli str. K-12 substr. MG1655","cytochrome c assembly protein family inner membrane protein(ypjD)"
"2813","ygeV",947320,"Escherichia coli str. K-12 substr. MG1655","putative sigma-54-interacting transcriptional activator(ygeV)"
"2814","ygeQ",947344,"Escherichia coli str. K-12 substr. MG1655","pseudo(ygeQ)"
"2815","ygeR",947352,"Escherichia coli str. K-12 substr. MG1655","LysM domain-containing M23 family putative peptidase; septation lipoprotein(ygeR)"
"2816","alaX",946859,"Escherichia coli str. K-12 substr. MG1655","tRNA(alaX)"
"2817","alaW",946860,"Escherichia coli str. K-12 substr. MG1655","tRNA(alaW)"
"2818","baeS",946611,"Escherichia coli str. K-12 substr. MG1655","sensory histidine kinase in two-component regulatory system with BaeR(baeS)"
"2819","ygeA",947348,"Escherichia coli str. K-12 substr. MG1655","Asp/Glu_racemase family protein(ygeA)"
"2820","baeR",946605,"Escherichia coli str. K-12 substr. MG1655","response regulator in two-component regulatory system with BaeS(baeR)"
"2821","ptsN",947721,"Escherichia coli str. K-12 substr. MG1655","sugar-specific enzyme IIA component of PTS(ptsN)"
"2822","ygfM",949071,"Escherichia coli str. K-12 substr. MG1655","putative oxidoreductase(ygfM)"
"2823","gatZ",946641,"Escherichia coli str. K-12 substr. MG1655","D-tagatose 1,6-bisphosphate aldolase 2, subunit(gatZ)"
"2824","ptsI",946879,"Escherichia coli str. K-12 substr. MG1655","PEP-protein phosphotransferase of PTS system (enzyme I)(ptsI)"
"2825","ygfK",949068,"Escherichia coli str. K-12 substr. MG1655","putative Fe-S subunit oxidoreductase subunit(ygfK)"
"2826","ygfI",947401,"Escherichia coli str. K-12 substr. MG1655","putative DNA-binding transcriptional regulator(ygfI)"
"2827","ptsH",946886,"Escherichia coli str. K-12 substr. MG1655","phosphohistidinoprotein-hexose phosphotransferase component of PTS system (Hpr)(ptsH)"
"2828","ygfT",949018,"Escherichia coli str. K-12 substr. MG1655","putative oxidoreductase, Fe-S subunit/nucleotide-binding subunit(ygfT)"
"2829","ygfS",949016,"Escherichia coli str. K-12 substr. MG1655","putative 4Fe-4S ferredoxin-type oxidoreductase subunit(ygfS)"
"2830","rdlD",2847731,"Escherichia coli str. K-12 substr. MG1655","ncRNA(rdlD)"
"2831","ygeY",947360,"Escherichia coli str. K-12 substr. MG1655","putative peptidase(ygeY)"
"2832","ygeX",947012,"Escherichia coli str. K-12 substr. MG1655","2,3-diaminopropionate ammonia lyase, PLP-dependent(ygeX)"
"2833","ygeW",945826,"Escherichia coli str. K-12 substr. MG1655","putative carbamoyltransferase(ygeW)"
"2834","ygfF",947373,"Escherichia coli str. K-12 substr. MG1655","putative NAD(P)-dependent oxidoreductase(ygfF)"
"2835","ygfB",947400,"Escherichia coli str. K-12 substr. MG1655","UPF0149 family protein(ygfB)"
"2836","yphA",947365,"Escherichia coli str. K-12 substr. MG1655","DoxX family inner membrane protein(yphA)"
"2837","yphB",947017,"Escherichia coli str. K-12 substr. MG1655","mutarotase superfamily protein, YphB family(yphB)"
"2838","yphC",947019,"Escherichia coli str. K-12 substr. MG1655","putative Zn-dependent NAD(P)-binding oxidoreductase(yphC)"
"2839","yphD",949063,"Escherichia coli str. K-12 substr. MG1655","putative sugar ABC transporter permease(yphD)"
"2840","smpB",947296,"Escherichia coli str. K-12 substr. MG1655","tmRNA-binding trans-translation protein(smpB)"
"2841","yggL",947449,"Escherichia coli str. K-12 substr. MG1655","DUF469 family protein(yggL)"
"2842","yphE",948990,"Escherichia coli str. K-12 substr. MG1655","putative sugar ABC transporter ATPase(yphE)"
"2843","yggM",947455,"Escherichia coli str. K-12 substr. MG1655","DUF1202 family putative secreted protein(yggM)"
"2844","gatA",946633,"Escherichia coli str. K-12 substr. MG1655","galactitol-specific enzyme IIA component of PTS(gatA)"
"2845","yggN",947453,"Escherichia coli str. K-12 substr. MG1655","DUF2884 family putative periplasmic protein(yggN)"
"2846","yphF",947020,"Escherichia coli str. K-12 substr. MG1655","putative sugar ABC transporter periplasmic binding protein(yphF)"
"2847","yphG",947021,"Escherichia coli str. K-12 substr. MG1655","DUF4380 domain-containing TPR repeat protein(yphG)"
"2848","ugd",946571,"Escherichia coli str. K-12 substr. MG1655","UDP-glucose 6-dehydrogenase(ugd)"
"2849","yggP",2847686,"Escherichia coli str. K-12 substr. MG1655","putative Zn-binding dehydrogenase(yggP)"
"2850","yphH",947023,"Escherichia coli str. K-12 substr. MG1655","putative DNA-binding transcriptional regulator(yphH)"
"2851","gatD",946598,"Escherichia coli str. K-12 substr. MG1655","galactitol-1-phosphate dehydrogenase, Zn-dependent and NAD(P)-binding(gatD)"
"2852","yggR",947430,"Escherichia coli str. K-12 substr. MG1655","putative PilT family AAA+ ATPase(yggR)"
"2853","gatB",946610,"Escherichia coli str. K-12 substr. MG1655","galactitol-specific enzyme IIB component of PTS(gatB)"
"2854","yggS",947423,"Escherichia coli str. K-12 substr. MG1655","UPF0001 family protein, PLP-binding(yggS)"
"2855","gatC",946603,"Escherichia coli str. K-12 substr. MG1655","pseudo(gatC)"
"2856","yggT",947421,"Escherichia coli str. K-12 substr. MG1655","putative inner membrane protein; compensates for loss in K+ uptake(yggT)"
"2857","yggU",947424,"Escherichia coli str. K-12 substr. MG1655","UPF0235 family protein(yggU)"
"2858","yggW",947446,"Escherichia coli str. K-12 substr. MG1655","HemN family putative oxidoreductase(yggW)"
"2859","yggX",947461,"Escherichia coli str. K-12 substr. MG1655","oxidative damage protective factor for iron-sulfur proteins(yggX)"
"2860","ygfZ",947384,"Escherichia coli str. K-12 substr. MG1655","iron-sulfur cluster repair protein, plumbagin resistance(ygfZ)"
"2861","aldB",948104,"Escherichia coli str. K-12 substr. MG1655","aldehyde dehydrogenase B(aldB)"
"2862","ptsP",947301,"Escherichia coli str. K-12 substr. MG1655","PEP-protein phosphotransferase enzyme I; GAF domain containing protein(ptsP)"
"2863","yggD",946861,"Escherichia coli str. K-12 substr. MG1655","MtlR family putative transcriptional repressor(yggD)"
"2864","yggC",947419,"Escherichia coli str. K-12 substr. MG1655","putative PanK family P-loop kinase(yggC)"
"2865","gatR",2847672,"Escherichia coli str. K-12 substr. MG1655","pseudo(gatR)"
"2866","yggF",947410,"Escherichia coli str. K-12 substr. MG1655","fructose 1,6 bisphosphatase isozyme(yggF)"
"2867","gatY",946636,"Escherichia coli str. K-12 substr. MG1655","D-tagatose 1,6-bisphosphate aldolase 2, catalytic subunit(gatY)"
"2868","yggE",947398,"Escherichia coli str. K-12 substr. MG1655","oxidative stress defense protein(yggE)"
"2869","mcrB",949122,"Escherichia coli str. K-12 substr. MG1655","5-methylcytosine-specific restriction enzyme McrBC, subunit McrB(mcrB)"
"2870","mcrC",948880,"Escherichia coli str. K-12 substr. MG1655","5-methylcytosine-specific restriction enzyme McrBC, subunit McrC(mcrC)"
"2871","yghQ",947716,"Escherichia coli str. K-12 substr. MG1655","putative inner membrane polysaccharide flippase(yghQ)"
"2872","yghO",947701,"Escherichia coli str. K-12 substr. MG1655","pseudo(yghO)"
"2873","yghT",947477,"Escherichia coli str. K-12 substr. MG1655","putative ATP-binding protein(yghT)"
"2874","yghU",947472,"Escherichia coli str. K-12 substr. MG1655","putative S-transferase(yghU)"
"2875","yghR",947310,"Escherichia coli str. K-12 substr. MG1655","putative ATP-binding protein(yghR)"
"2876","yghS",947476,"Escherichia coli str. K-12 substr. MG1655","putative ATP-binding protein(yghS)"
"2877","serA",945258,"Escherichia coli str. K-12 substr. MG1655","D-3-phosphoglycerate dehydrogenase(serA)"
"2878","yghW",947485,"Escherichia coli str. K-12 substr. MG1655","DUF2623 family protein(yghW)"
"2879","serB",948913,"Escherichia coli str. K-12 substr. MG1655","3-phosphoserine phosphatase(serB)"
"2880","yghA",947478,"Escherichia coli str. K-12 substr. MG1655","putative oxidoreductase(yghA)"
"2881","yghE",945897,"Escherichia coli str. K-12 substr. MG1655","pseudo(yghE)"
"2882","treC",948762,"Escherichia coli str. K-12 substr. MG1655","trehalose-6-P hydrolase(treC)"
"2883","yghD",947025,"Escherichia coli str. K-12 substr. MG1655","putative membrane-anchored secretion pathway M-type protein(yghD)"
"2884","serV",947173,"Escherichia coli str. K-12 substr. MG1655","tRNA(serV)"
"2885","treF",948037,"Escherichia coli str. K-12 substr. MG1655","cytoplasmic trehalase(treF)"
"2886","yghB",947490,"Escherichia coli str. K-12 substr. MG1655","general envelope maintenance protein; DedA family inner membrane protein; putative multidrug efflux transporter(yghB)"
"2887","yghG",947470,"Escherichia coli str. K-12 substr. MG1655","secretin (GspDbeta) OM localization lipoprotein pilotin(yghG)"
"2888","treB",948761,"Escherichia coli str. K-12 substr. MG1655","trehalose-specific PTS enzyme: IIB and IIC component(treB)"
"2889","yghF",947469,"Escherichia coli str. K-12 substr. MG1655","pseudo(yghF)"
"2890","pyrE",948157,"Escherichia coli str. K-12 substr. MG1655","orotate phosphoribosyltransferase(pyrE)"
"2891","mtlR",948116,"Escherichia coli str. K-12 substr. MG1655","mannitol operon repressor(mtlR)"
"2892","pyrG",946116,"Escherichia coli str. K-12 substr. MG1655","CTP synthetase(pyrG)"
"2893","pyrB",948767,"Escherichia coli str. K-12 substr. MG1655","aspartate carbamoyltransferase, catalytic subunit(pyrB)"
"2894","yigZ",948334,"Escherichia coli str. K-12 substr. MG1655","UPF0029 family protein(yigZ)"
"2895","yihD",948348,"Escherichia coli str. K-12 substr. MG1655","DUF1040 protein YihD(yihD)"
"2896","iap",947215,"Escherichia coli str. K-12 substr. MG1655","aminopeptidase in alkaline phosphatase isozyme conversion(iap)"
"2897","yihF",948352,"Escherichia coli str. K-12 substr. MG1655","DUF945 family protein(yihF)"
"2898","yihG",948350,"Escherichia coli str. K-12 substr. MG1655","inner membrane protein, inner membrane acyltransferase(yihG)"
"2899","yihA",948358,"Escherichia coli str. K-12 substr. MG1655","cell division GTP-binding protein(yihA)"
"2900","yihM",948367,"Escherichia coli str. K-12 substr. MG1655","putative sugar phosphate isomerase(yihM)"
"2901","yqeB",947357,"Escherichia coli str. K-12 substr. MG1655","XdhC-CoxI family protein with NAD(P)-binding Rossman fold(yqeB)"
"2902","yqeA",947358,"Escherichia coli str. K-12 substr. MG1655","putative amino acid kinase(yqeA)"
"2903","trpT",948275,"Escherichia coli str. K-12 substr. MG1655","tRNA(trpT)"
"2904","yihL",948368,"Escherichia coli str. K-12 substr. MG1655","putative DNA-binding transcriptional regulator(yihL)"
"2905","yihO",948377,"Escherichia coli str. K-12 substr. MG1655","putative sulphoquinovose importer(yihO)"
"2906","trpS",947894,"Escherichia coli str. K-12 substr. MG1655","tryptophanyl-tRNA synthetase(trpS)"
"2907","yihN",948365,"Escherichia coli str. K-12 substr. MG1655","MFS transporter family protein(yihN)"
"2908","yqeC",947350,"Escherichia coli str. K-12 substr. MG1655","putative selenium-dependent hydroxylase accessory protein(yqeC)"
"2909","trpR",948917,"Escherichia coli str. K-12 substr. MG1655","transcriptional repressor, tryptophan-binding(trpR)"
"2910","yihI",948363,"Escherichia coli str. K-12 substr. MG1655","activator of Der GTPase(yihI)"
"2911","yihU",948372,"Escherichia coli str. K-12 substr. MG1655","3-sulpholactaldehyde (SLA) reductase, NADH-dependent; gamma-hydroxybutyrate dehydrogenase, NADH-dependent(yihU)"
